pitcher_name,feature,CH,CS,CU,FC,FF,FS,KC,SI,SL,ST,SV
Bailey Ober,count_2-0,0.0009392216875698731,,-0.0260586203161844,,0.02623488123740086,,,-0.01570113912031651,0.045256034115739356,-0.03067037760420924,
Bailey Ober,count_2-1,0.04880253627926132,,0.003700006671481233,,-0.0316201601469154,,,-0.0049307266648765495,-0.021050874284988867,0.005099218146038804,
Bailey Ober,count_2-2,0.15575959789216495,,0.0024177273061743144,,-0.08642259339590629,,,-0.026190773670738337,-0.060188251816094614,0.014624293684398904,
Bailey Ober,count_3-0,-0.2945390144160895,,-0.029934507757727203,,0.5060890152994375,,,-0.022738963254897115,-0.10940075516825899,-0.04947577470246415,
Bailey Ober,count_3-1,-0.11895105658738343,,-0.01707425938340811,,0.06151741612905317,,,0.04638992718089631,0.1007161425800562,-0.07259816991921542,
Bailey Ober,count_3-2,0.054989002493792453,,-0.016776661030460487,,0.08535352129005132,,,-0.028998481838765536,-0.02201518159236523,-0.0725521993222525,
Bailey Ober,intercept,0.32844816796331977,,0.014606459722564392,,0.4553685702031304,,,-0.01664201444770006,0.17665587582092906,0.04156294073775625,
Bailey Ober,prev_description_ball,-0.0260371268048989,,0.017998551779842633,,0.049104727320012635,,,0.009990633174084195,-0.03007184599685493,-0.020984939472185618,
Bailey Ober,prev_description_blocked_ball,-0.11293609704333381,,0.006028227818783066,,0.12132636590919389,,,-0.0342457931550528,0.034285350392767054,-0.014458053922357453,
Bailey Ober,prev_description_called_strike,-0.03940887417763087,,-0.004380198899168322,,0.0117039429446881,,,0.012117081208947127,0.009880512282618147,0.010087536640545866,
Bailey Ober,prev_description_foul,-0.03567005309733982,,0.019620537747314547,,0.017965786864631145,,,0.006445780009276284,-0.033312189099537794,0.024950137575656117,
Bailey Ober,prev_description_foul_bunt,-0.28422725269015886,,-0.03544443981685952,,-0.3460839711435359,,,-0.02281702088060546,0.4930518091202413,0.19552087541091817,
Bailey Ober,prev_description_foul_tip,-0.15857731838336406,,-0.004999508292111016,,0.24819356978266502,,,-0.0344923982513683,-0.06187488517903441,0.011750540323212667,
Bailey Ober,prev_description_missed_bunt,0.09782019755661829,,-0.017431316471593235,,0.1656466788721214,,,0.025878307963887164,-0.1794103124051746,-0.09250355551585879,
Bailey Ober,prev_description_swinging_strike,-0.0026816640856782755,,0.0016676916971861914,,0.08664155944859282,,,0.0027188712353918526,-0.07865160741625167,-0.009694850879241192,
Bailey Ober,prev_description_swinging_strike_blocked,0.6158809962726159,,-0.06749276193488225,,-0.32560394465765985,,,-0.006191822052268077,-0.11961177726011422,-0.09698069036769227,
Bailey Ober,prev_pitch_type_CU,0.10739516531490827,,0.04234347991971652,,-0.08402422645275444,,,-0.0040211120610653016,-0.06034457771096616,-0.0013487290098389388,
Bailey Ober,prev_pitch_type_FF,0.042056419224323786,,0.0075003327748189765,,-0.009651548967619508,,,-0.0005128290797918484,-0.013753009669404298,-0.0256393642823269,
Bailey Ober,prev_pitch_type_SI,0.10584981431442722,,0.041662724682993195,,-0.19516151895134284,,,0.10267614314874342,-0.02190235403544393,-0.03312480915937743,
Bailey Ober,prev_pitch_type_SL,0.04794738246380842,,-0.009208703475054916,,-0.022588995057865827,,,0.0021288054056127965,0.00438548926027566,-0.02266397859677629,
Bailey Ober,prev_pitch_type_ST,0.09792027453037236,,0.01878801720828757,,-0.0955099491052973,,,0.03277719363395926,-0.03039958553651821,-0.023575950730803773,
Bailey Ober,prev_pitch_type_START,-0.0541628075468205,,0.0844332163714857,,-0.028894715340702173,,,0.04059636074770802,-0.03428505443866776,-0.007686999793002876,
Bailey Ober,stand_R,-0.13167878709846145,,-0.030736070645167216,,-0.102699685806562,,,0.060745354290185384,0.07004559119365619,0.13432359806634916,
Brad Lord,count_0-1,0.8961944915511981,,,,-0.612929742066971,,,-0.13610845312348102,-0.15479963017706969,,
Brad Lord,count_0-2,0.9151278368767126,,,,-0.5946681736449819,,,-0.24282475708125884,-0.09130499818318918,,
Brad Lord,count_1-0,0.83188769633591,,,,-0.5076882508057673,,,-0.17961097993469025,-0.14548295642896447,,
Brad Lord,count_1-1,0.9130372157844823,,,,-0.6035069632201214,,,-0.14490725084712183,-0.1739116340835549,,
Brad Lord,count_1-2,0.8994461971103054,,,,-0.5764929233373833,,,-0.2465043610285384,-0.08143848381784369,,
Brad Lord,count_2-0,0.7775790037304499,,,,-0.45994730785333515,,,-0.1083157287182737,-0.20653072679366982,,
Brad Lord,count_2-1,0.8651909831462883,,,,-0.4305260185869495,,,-0.20728426726517168,-0.2304256674234809,,
Brad Lord,count_2-2,0.9144895394275867,,,,-0.5322590222106962,,,-0.16748401299842272,-0.22266712000060562,,
Brad Lord,count_3-0,0.7432657518469203,,,,-0.1415994698993816,,,-0.27022780789852124,-0.3319927970888295,,
Brad Lord,count_3-1,0.7159942832633018,,,,-0.21727408083543753,,,-0.173429741360756,-0.3282570146292024,,
Brad Lord,count_3-2,0.8365075789845745,,,,-0.4274295416866676,,,-0.18228962506717658,-0.24031254599565166,,
Brad Lord,intercept,-0.5892239332472501,,,,1.105189322457774,,,0.27106682246870084,0.21400893230302317,,
Brad Lord,prev_description_ball,-0.024400333385941133,,,,-0.03048132008913012,,,0.042907052481028655,0.016526148194464255,,
Brad Lord,prev_description_blocked_ball,-0.07016812553683152,,,,-0.005677774428289059,,,0.004442237973556294,0.008063155090022533,,
Brad Lord,prev_description_called_strike,-0.0891903205080657,,,,0.061590322041884,,,0.014063105512318626,0.02527548118507706,,
Brad Lord,prev_description_foul,-0.10306624485356675,,,,0.03603847992858127,,,0.03264057617755638,0.04379651381085384,,
Brad Lord,prev_description_foul_bunt,-0.18664041767936718,,,,0.06497292933122555,,,-0.0030288706942347833,0.13873246398497105,,
Brad Lord,prev_description_foul_tip,-0.13252388377890567,,,,0.2904501506630639,,,0.0198222427261423,-0.1660494245461574,,
Brad Lord,prev_description_swinging_strike,-0.1513469111684734,,,,0.18060828420452144,,,-0.019390501642302303,0.0021816381547335698,,
Brad Lord,prev_pitch_type_FF,-0.002905507800244691,,,,0.021222971437318116,,,-0.08953976522494275,0.06820908584982377,,
Brad Lord,prev_pitch_type_SI,0.017827702705112688,,,,-0.17451785870117573,,,0.07468799471577943,0.07697741210602023,,
Brad Lord,prev_pitch_type_SL,0.001018763201683414,,,,-0.07763087228076895,,,-0.05392428214297299,0.12486516394165591,,
